timestamp;total_packets;total_loopback;total_multicast;total_udp;total_tcp;total_options;total_fragment;total_fin;total_syn;total_intensity;input_packets;input_udp;input_tcp;input_options;input_fragment;input_fin;input_syn;input_intensity;output_packets;output_udp;output_tcp;output_options;output_fragment;output_fin;output_syn;output_intensity
2025-11-04T06:57:08.859425;714;0;58;97;198;4;198;12;36;175.99786644538128;0;0;0;0;0;0;0;0.0;58;54;0;4;0;0;0;14.296745453546379
2025-11-04T06:57:12.907453;594;0;135;189;91;0;91;6;16;147.97316164585402;0;0;0;0;0;0;0;0.0;96;96;0;0;0;0;0;23.91485440741075
2025-11-04T06:57:16.922451;778;0;59;79;308;0;308;18;50;193.84110816024764;3;0;3;0;3;0;1;0.7474592859649652;15;11;4;0;4;0;1;3.737296429824826
2025-11-04T06:57:20.977439;796;0;150;202;181;0;191;10;22;198.4187188130818;5;0;5;0;5;1;1;1.2463487362630767;5;0;5;0;5;1;1;1.2463487362630767
2025-11-04T06:57:24.992536;682;0;152;197;130;1;191;6;4;169.91362980969419;0;0;0;0;0;0;0;0.0;56;55;0;1;45;0;0;13.951852301089259
2025-11-04T06:57:29.049420;444;0;165;187;20;0;134;0;2;109.49353532401872;4;0;4;0;4;0;1;0.9864282461623308;169;165;4;0;114;0;1;41.67659340035848
2025-11-04T06:57:33.063443;594;0;87;199;90;0;199;6;16;148.03977403079722;1;0;1;0;1;0;0;0.24922520880605595;45;43;2;0;13;0;0;11.215134396272518
2025-11-04T06:57:37.084413;738;0;121;256;97;0;269;4;12;183.62653472401797;3;3;0;0;2;0;0;0.7464493281464145;37;37;0;0;37;0;0;9.206208380472445
2025-11-04T06:57:41.100440;752;0;165;328;46;0;303;2;4;187.3143469883651;20;20;0;0;16;0;0;4.981764547562901;53;53;0;0;53;0;0;13.201676051041689
2025-11-04T06:57:45.117403;602;0;238;282;6;0;274;4;0;149.9583086171488;9;9;0;0;7;0;0;2.241901623844417;114;114;0;0;114;0;0;28.39742056869595
2025-11-04T06:57:49.134488;622;0;264;311;0;0;263;0;0;154.8879617794651;18;18;0;0;13;0;0;4.482288283007029;132;132;0;0;99;0;0;32.870114075384876
2025-11-04T06:57:53.148400;726;0;88;272;87;0;277;6;16;180.94225378902559;15;15;0;0;11;0;0;3.7384763179550737;24;24;0;0;24;0;0;5.981562108728118
2025-11-04T06:57:57.166445;766;0;33;245;126;0;271;6;16;190.71215308273682;16;16;0;0;10;0;0;3.983543667524529;17;17;0;0;17;0;0;4.232515146744812
2025-11-04T06:58:01.181464;522;0;165;220;0;2;189;0;0;130.0558452778435;16;16;0;0;8;0;0;3.986386062156123;138;136;0;2;127;0;0;34.382579786096564
2025-11-04T06:58:05.198406;722;0;77;237;122;0;266;6;19;179.79779347065858;0;0;0;0;0;0;0;0.0;55;55;0;0;44;0;0;13.696507812861803
2025-11-04T06:58:09.219419;674;0;121;259;72;0;238;2;4;167.71595276051997;5;5;0;0;2;0;0;1.244183625819881;71;71;0;0;49;0;0;17.66740748664231
2025-11-04T06:58:13.237474;672;0;110;236;75;0;265;0;0;167.31320394698258;32;32;0;0;16;0;0;7.967295426046789;68;67;1;0;68;0;0;16.93050278034943
2025-11-04T06:58:17.252417;774;0;222;304;83;0;325;6;12;192.87962470600692;23;23;0;0;13;0;0;5.7315650752430995;36;36;0;0;36;0;0;8.971145335163111
2025-11-04T06:58:21.267398;600;0;154;274;22;0;278;4;0;149.49712335131576;56;56;0;0;38;0;0;13.953064846122805;140;140;0;0;140;0;0;34.88266211530701
2025-11-04T06:58:25.280399;586;0;108;219;70;0;243;2;6;146.07242781772015;46;39;7;0;19;0;1;11.466436313336393;92;87;5;0;92;0;1;22.932872626672786
2025-11-04T06:58:29.294417;796;0;12;212;182;0;278;8;20;198.37923482364377;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0
2025-11-04T06:58:33.308437;752;0;133;221;38;2;110;12;0;187.40852633301418;49;23;26;0;48;12;0;12.211459827550126;132;130;0;2;50;0;0;32.89617749462483
2025-11-04T06:58:37.323447;776;0;87;134;244;0;268;72;2;193.35614856506967;253;13;240;0;250;72;1;63.040084519281734;104;100;4;0;16;0;1;25.913710632432018
2025-11-04T06:58:41.341474;748;0;43;82;282;0;314;6;18;186.21604244150603;37;4;33;0;35;0;1;9.211221350716206;57;47;10;0;38;0;1;14.190259918670915
2025-11-04T06:58:45.357410;800;0;48;88;312;0;329;2;8;199.30677725791287;3;3;0;0;2;0;0;0.7474004147171732;3;3;0;0;3;0;0;0.7474004147171732
2025-11-04T06:58:49.371499;652;0;192;231;81;0;201;4;8;162.4833180298274;13;13;0;0;9;0;0;3.2396980588769266;158;157;1;0;62;0;0;39.37479179250418
2025-11-04T06:58:53.389440;800;0;157;275;123;0;167;2;4;199.1684347084488;2;2;0;0;0;0;0;0.497921086771122;2;2;0;0;2;0;0;0.497921086771122
2025-11-04T06:58:57.403454;794;0;117;205;192;0;232;0;10;197.9035485370025;59;1;58;0;57;0;5;14.705679299349052;85;25;60;0;73;0;5;21.18614814312999
2025-11-04T06:59:01.417391;764;0;24;72;304;0;349;11;0;190.4110917366075;151;14;137;0;147;6;0;37.63360582752321;151;26;125;0;138;5;0;37.63360582752321
2025-11-04T06:59:05.432449;598;0;154;216;71;0;258;8;8;148.9852141817738;25;25;0;0;16;0;0;6.228478853753086;131;131;0;0;119;0;0;32.63722919366617
2025-11-04T06:59:09.447455;796;0;0;54;344;0;366;0;8;198.35114933385012;181;1;180;0;179;0;4;45.10245983596341;153;1;152;0;153;0;4;38.12528372874255
2025-11-04T06:59:13.461430;800;0;0;0;400;0;400;0;0;199.3879035363355;228;0;228;0;228;0;0;56.82555250785562;172;0;172;0;172;0;0;42.86839926031213
2025-11-04T06:59:17.475452;798;0;0;0;399;0;399;0;0;198.8634483951827;219;0;219;0;219;0;0;54.57530726634713;180;0;180;0;180;0;0;44.85641693124422
2025-11-04T06:59:21.489444;764;0;48;88;284;0;327;7;8;190.39148591412976;86;18;68;0;80;4;0;21.43150234111932;113;54;59;0;88;3;0;28.159997262168407
2025-11-04T06:59:25.503408;794;0;36;121;260;0;276;0;8;197.8696840171449;2;2;0;0;2;0;0;0.4984123023101887;26;26;0;0;2;0;0;6.4793599300324525
2025-11-04T06:59:29.518459;798;0;72;251;124;0;215;6;8;198.8181704132024;8;8;0;0;3;0;0;1.993164615671202;70;70;0;0;10;0;0;17.440190387123018
2025-11-04T06:59:33.531423;788;0;60;202;157;0;225;10;16;196.4394224745147;16;15;1;0;9;0;0;3.9886177152185724;77;74;3;0;17;0;0;19.195222754489382
2025-11-04T06:59:37.545396;774;0;12;195;190;0;239;13;26;192.90276454099697;44;1;43;0;9;2;5;10.966048630237553;58;13;45;0;58;1;9;14.455245921676775
2025-11-04T06:59:41.559435;798;0;0;52;347;0;148;0;2;198.86305848890782;223;0;223;0;0;0;1;55.57200757271484;124;0;124;0;124;0;1;30.901026632361617
2025-11-04T06:59:45.573583;800;0;0;24;376;0;138;0;0;199.3583706652634;250;0;250;0;0;0;0;62.29949083289481;126;0;126;0;126;0;0;31.398943379778984
2025-11-04T06:59:49.588439;800;0;0;32;368;0;140;0;0;199.4048714207542;244;0;244;0;0;0;0;60.818485783330026;124;0;124;0;124;0;0;30.9077550702169
2025-11-04T06:59:53.603445;800;0;0;16;384;0;126;0;0;199.31621293616493;266;0;266;0;0;0;0;66.27264080127483;118;0;118;0;118;0;0;29.399141408084326
2025-11-04T06:59:57.618460;798;0;0;23;376;0;152;0;0;198.8453134640974;235;0;235;0;0;0;0;58.557203839677804;141;0;141;0;141;0;0;35.134322303806684
2025-11-04T07:00:01.633460;800;0;0;24;376;0;152;0;0;199.34698868963687;236;0;236;0;0;0;0;58.80736166344288;140;0;140;0;140;0;0;34.885723020686456
2025-11-04T07:00:05.647481;800;0;0;58;342;0;182;0;0;199.36342842217826;191;1;190;0;1;0;0;47.59801853579506;113;1;112;0;113;0;0;28.16008426463268
2025-11-04T07:00:09.661452;800;0;0;104;296;0;222;4;4;199.36922087590017;126;0;126;0;0;0;0;31.400652287954276;90;0;90;0;90;0;0;22.42903734853877
2025-11-04T07:00:13.675431;772;0;29;141;237;0;192;7;10;192.40986428341677;112;5;107;0;23;1;5;27.91438445562523;118;28;90;0;105;2;5;29.409797908605153
2025-11-04T07:00:17.693415;772;0;13;140;234;0;134;2;10;192.20050568041654;146;9;137;0;15;1;5;36.348800297073595;117;20;97;0;117;1;5;29.128833114778153
2025-11-04T07:00:21.707408;782;0;0;93;298;0;135;0;13;194.88704938085797;181;0;181;0;18;0;6;45.10812779787122;117;0;117;0;117;0;7;29.15829255442504
2025-11-04T07:00:25.721404;798;0;0;102;297;0;185;2;23;198.8670403309683;164;0;164;0;52;1;12;40.86991806300602;133;0;133;0;133;1;11;33.14450672182805
2025-11-04T07:00:29.735405;772;0;11;112;274;0;274;6;14;192.38807458733297;131;1;130;0;106;3;6;32.646162915726194;132;12;120;0;132;3;8;32.895370266227914
2025-11-04T07:00:33.748440;790;0;0;18;377;0;143;4;2;196.9193787676764;251;0;251;0;17;2;2;62.56552414010984;126;0;126;0;126;2;0;31.40739458826231
2025-11-04T07:00:37.762426;792;0;0;0;396;0;149;0;2;197.37172906454254;248;0;248;0;1;0;1;61.803268696977966;148;0;148;0;148;0;1;36.8825958352933
2025-11-04T07:00:41.776403;798;0;0;0;399;0;157;0;1;198.9008510583171;243;0;243;0;1;0;1;60.56755238993867;156;0;156;0;156;0;0;38.88287313921989
2025-11-04T07:00:45.790453;800;0;0;6;394;0;179;0;2;199.36133185011457;222;0;222;0;7;0;1;55.32276958840679;172;0;172;0;172;0;1;42.862686347774634
2025-11-04T07:00:49.804428;796;0;0;0;398;0;176;0;0;198.40601950040775;228;0;228;0;6;0;0;56.82986488202634;170;0;170;0;170;0;0;42.37314486817753
2025-11-04T07:00:53.818396;798;0;2;6;393;0;181;0;2;198.86836370844057;229;0;229;0;17;0;1;57.06874096395099;164;0;164;0;164;0;1;40.870190035318615
2025-11-04T07:00:57.832407;796;0;8;18;380;0;181;2;2;198.36890956473246;208;0;208;0;9;1;1;51.83509194656325;172;0;172;0;172;1;1;42.86363372504269
2025-11-04T07:01:01.846435;796;0;11;12;386;0;184;0;5;198.36967567145555;227;1;226;0;23;0;3;56.57024670530202;161;1;160;0;161;0;2;40.122509777769274
2025-11-04T07:01:05.864415;680;0;137;208;102;0;225;0;5;169.29334033032222;53;9;44;0;27;0;3;13.194922113980997;99;53;46;0;99;0;2;24.647118665738088
2025-11-04T07:01:09.878462;554;0;218;250;19;0;219;0;1;138.05948588856538;13;3;10;0;10;0;1;3.2396630262659745;144;135;9;0;111;0;0;35.88549813710003
2025-11-04T07:01:13.892437;726;0;117;268;91;0;288;6;16;180.94285589500188;8;6;2;0;6;0;0;1.9938606710193045;32;30;2;0;32;0;0;7.975442684077218
2025-11-04T07:01:17.906405;762;0;1;221;147;0;251;6;16;189.91331047008313;17;7;10;0;14;0;0;4.236911125972983;18;7;11;0;18;0;0;4.486141192206688
2025-11-04T07:01:21.922421;680;0;1;150;166;0;236;2;8;169.3772485508407;122;42;80;0;104;1;4;30.388271063533185;118;42;76;0;118;1;4;29.391934307351768
2025-11-04T07:01:25.936464;560;0;66;165;61;4;202;2;0;139.55946625629264;69;43;26;0;58;1;0;17.195719949436057;125;94;27;4;120;1;0;31.15166657506532
2025-11-04T07:01:29.950410;610;0;37;106;165;1;177;0;8;152.0195277049492;93;6;87;0;92;0;2;23.176747666492258;109;43;65;1;72;0;2;27.16414511449093
2025-11-04T07:01:33.965404;750;0;12;86;276;0;206;0;6;186.90796713890458;168;1;167;0;93;0;3;41.867384639114626;123;14;109;0;111;0;3;30.652906610780352
2025-11-04T07:01:37.980449;800;0;0;6;394;0;150;0;0;199.31069585647106;245;0;245;0;1;0;0;61.038900606044265;149;0;149;0;149;0;0;37.12161710326774
2025-11-04T07:01:41.997434;800;0;0;14;386;0;170;0;0;199.25254831429075;216;0;216;0;0;0;0;53.798188044858506;170;0;170;0;170;0;0;42.341166516786785
